Local time,Open,High,Low,Close,Volume
10.02.2023 06:00:00.000 GMT-0000,12360.119,12369.647,12355.419,12365.479,2402828.93
10.02.2023 07:00:00.000 GMT-0000,12365.669,12372.509,12353.399,12360.899,4058486.94
10.02.2023 08:00:00.000 GMT-0000,12360.807,12400.599,12354.869,12373.909,6272488.12
10.02.2023 09:00:00.000 GMT-0000,12374.189,12383.377,12284.739,12288.487,5850228.79
10.02.2023 10:00:00.000 GMT-0000,12288.189,12301.687,12254.639,12278.259,5862749.1
10.02.2023 11:00:00.000 GMT-0000,12278.297,12278.297,12227.129,12242.289,5612490.18
10.02.2023 12:00:00.000 GMT-0000,12242.909,12261.689,12225.269,12241.229,5379761.22
10.02.2023 13:00:00.000 GMT-0000,12241.257,12304.799,12236.709,12285.869,6518246.17
10.02.2023 14:00:00.000 GMT-0000,12286.289,12349.389,12267.669,12300.989,9127082.82
10.02.2023 15:00:00.000 GMT-0000,12300.709,12378.559,12240.309,12291.219,11653336.53
10.02.2023 16:00:00.000 GMT-0000,12291.267,12318.607,12236.029,12240.609,9852953.91
10.02.2023 17:00:00.000 GMT-0000,12240.527,12264.599,12201.699,12261.009,8956056.59
10.02.2023 18:00:00.000 GMT-0000,12261.739,12327.387,12255.799,12263.729,8743913.65
10.02.2023 19:00:00.000 GMT-0000,12263.779,12287.099,12238.649,12283.089,8043037.41
10.02.2023 20:00:00.000 GMT-0000,12283.899,12321.777,12256.059,12304.609,8467424.39
10.02.2023 21:00:00.000 GMT-0000,12304.557,12307.639,12296.309,12299.259,1336305.02
10.02.2023 22:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
10.02.2023 23:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 00:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 01:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 02:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 03:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 04:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 05:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 06:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 07:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 08:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 09:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 10:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 11:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 12:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 13:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 14:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 15:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 16:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 17:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 18:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 19:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 20:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 21:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 22:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
11.02.2023 23:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 00:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 01:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 02:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 03:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 04:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 05:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 06:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 07:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 08:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 09:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 10:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 11:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 12:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 13:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 14:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 15:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 16:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 17:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 18:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 19:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 20:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 21:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 22:00:00.000 GMT-0000,12299.259,12299.259,12299.259,12299.259,0
12.02.2023 23:00:00.000 GMT-0000,12319.949,12323.499,12251.779,12264.229,3200645.92
13.02.2023 00:00:00.000 GMT-0000,12265.469,12274.189,12248.009,12268.739,2970583.92
13.02.2023 01:00:00.000 GMT-0000,12268.707,12270.709,12222.989,12242.279,4355391.98
13.02.2023 02:00:00.000 GMT-0000,12242.449,12250.089,12233.529,12248.309,3151088
13.02.2023 03:00:00.000 GMT-0000,12248.499,12271.807,12238.929,12240.289,2512178.9
13.02.2023 04:00:00.000 GMT-0000,12240.149,12250.489,12239.569,12241.889,1912718.06
13.02.2023 05:00:00.000 GMT-0000,12242.009,12263.989,12240.529,12260.239,2482806.92
13.02.2023 06:00:00.000 GMT-0000,12260.529,12266.997,12257.029,12265.789,2000701.9
13.02.2023 07:00:00.000 GMT-0000,12265.689,12292.309,12259.019,12284.299,3229228.02
13.02.2023 08:00:00.000 GMT-0000,12284.789,12313.699,12271.739,12310.019,5083612.92
13.02.2023 09:00:00.000 GMT-0000,12309.927,12341.559,12309.927,12324.919,4737992.76
13.02.2023 10:00:00.000 GMT-0000,12325.099,12353.189,12319.039,12349.769,3585191.97
13.02.2023 11:00:00.000 GMT-0000,12350.099,12363.799,12343.229,12351.069,3327245.95
13.02.2023 12:00:00.000 GMT-0000,12353.089,12390.689,12348.149,12370.639,4385646.82
13.02.2023 13:00:00.000 GMT-0000,12371.779,12380.219,12338.719,12341.079,4838391.78
13.02.2023 14:00:00.000 GMT-0000,12341.297,12423.489,12310.509,12419.019,8401562.69
13.02.2023 15:00:00.000 GMT-0000,12420.069,12467.599,12374.119,12450.609,9995688.44
13.02.2023 16:00:00.000 GMT-0000,12450.789,12507.109,12450.789,12488.559,8552195.55
13.02.2023 17:00:00.000 GMT-0000,12488.849,12512.409,12486.109,12495.689,7634334.09
13.02.2023 18:00:00.000 GMT-0000,12495.637,12525.909,12471.159,12518.619,7767222.88
13.02.2023 19:00:00.000 GMT-0000,12519.249,12525.807,12444.899,12469.269,8055018.43
13.02.2023 20:00:00.000 GMT-0000,12469.259,12506.299,12441.749,12503.787,8830897.33
13.02.2023 21:00:00.000 GMT-0000,12502.659,12508.299,12497.339,12507.179,1333907.01
13.02.2023 22:00:00.000 GMT-0000,12507.179,12507.179,12507.179,12507.179,0
13.02.2023 23:00:00.000 GMT-0000,12504.639,12504.707,12491.719,12495.309,1855718.97
14.02.2023 00:00:00.000 GMT-0000,12495.579,12496.387,12478.309,12490.079,2904684.07
14.02.2023 01:00:00.000 GMT-0000,12490.297,12498.919,12473.319,12481.229,3200207
14.02.2023 02:00:00.000 GMT-0000,12481.409,12484.607,12466.869,12471.319,2626718.04
14.02.2023 03:00:00.000 GMT-0000,12471.599,12481.099,12461.329,12478.799,2324541.09
14.02.2023 04:00:00.000 GMT-0000,12479.249,12489.489,12474.327,12480.789,1927453.04
14.02.2023 05:00:00.000 GMT-0000,12480.689,12483.549,12473.009,12475.309,2146342.99
14.02.2023 06:00:00.000 GMT-0000,12475.247,12493.399,12471.739,12487.669,2181428.91
14.02.2023 07:00:00.000 GMT-0000,12487.759,12514.287,12483.259,12509.329,3573201.89
14.02.2023 08:00:00.000 GMT-0000,12510.269,12514.389,12480.509,12486.069,4692951.2
14.02.2023 09:00:00.000 GMT-0000,12486.027,12530.859,12482.259,12517.039,4291707.04
14.02.2023 10:00:00.000 GMT-0000,12517.759,12549.559,12510.699,12539.369,3504906.89
14.02.2023 11:00:00.000 GMT-0000,12539.367,12553.919,12529.219,12533.299,3173311.95
14.02.2023 12:00:00.000 GMT-0000,12533.329,12556.889,12530.719,12548.719,3708892.11
14.02.2023 13:00:00.000 GMT-0000,12548.737,12641.209,12419.609,12474.329,8014062.88
14.02.2023 14:00:00.000 GMT-0000,12474.419,12558.489,12348.339,12543.119,10909082.41
14.02.2023 15:00:00.000 GMT-0000,12543.659,12630.407,12382.159,12447.819,11195763.59
14.02.2023 16:00:00.000 GMT-0000,12447.747,12503.909,12374.869,12425.079,11130406.38
14.02.2023 17:00:00.000 GMT-0000,12424.189,12488.619,12414.589,12479.079,9824763.3
14.02.2023 18:00:00.000 GMT-0000,12479.829,12579.129,12476.019,12540.759,9722831.73
14.02.2023 19:00:00.000 GMT-0000,12541.019,12596.399,12493.389,12576.569,9436524.39
14.02.2023 20:00:00.000 GMT-0000,12576.709,12622.089,12550.679,12588.339,9185159.68
14.02.2023 21:00:00.000 GMT-0000,12588.799,12591.069,12561.779,12584.029,1549059.03
14.02.2023 22:00:00.000 GMT-0000,12584.029,12584.029,12584.029,12584.029,0
14.02.2023 23:00:00.000 GMT-0000,12569.629,12575.879,12557.519,12560.499,2240240.1
15.02.2023 00:00:00.000 GMT-0000,12560.257,12560.689,12541.029,12544.419,3000617.98
15.02.2023 01:00:00.000 GMT-0000,12544.327,12555.419,12527.849,12528.899,3425283.91
15.02.2023 02:00:00.000 GMT-0000,12529.289,12530.609,12498.889,12501.089,3506371.02
15.02.2023 03:00:00.000 GMT-0000,12501.419,12518.119,12494.519,12513.719,2942274.09
15.02.2023 04:00:00.000 GMT-0000,12513.719,12522.889,12510.529,12515.909,2058068.99
15.02.2023 05:00:00.000 GMT-0000,12516.009,12524.197,12504.389,12512.299,2649991.99
15.02.2023 06:00:00.000 GMT-0000,12512.249,12512.719,12483.819,12494.719,2335609.91
15.02.2023 07:00:00.000 GMT-0000,12494.637,12517.899,12485.529,12492.169,3803921.94
15.02.2023 08:00:00.000 GMT-0000,12492.157,12535.589,12485.619,12526.149,5726035.12
15.02.2023 09:00:00.000 GMT-0000,12526.349,12544.697,12523.139,12527.539,4133162.02
15.02.2023 10:00:00.000 GMT-0000,12527.537,12534.289,12513.409,12531.389,3515403.99
15.02.2023 11:00:00.000 GMT-0000,12531.619,12535.279,12514.219,12526.579,3379050.97
15.02.2023 12:00:00.000 GMT-0000,12526.527,12572.389,12526.399,12546.899,4737645.15
15.02.2023 13:00:00.000 GMT-0000,12546.919,12566.599,12487.189,12536.289,7345067.98
15.02.2023 14:00:00.000 GMT-0000,12536.239,12584.789,12493.569,12516.857,9550855.64
15.02.2023 15:00:00.000 GMT-0000,12516.679,12568.489,12478.219,12518.729,10853755.95
15.02.2023 16:00:00.000 GMT-0000,12518.757,12628.339,12515.189,12604.049,8902301.79
15.02.2023 17:00:00.000 GMT-0000,12604.679,12610.809,12564.619,12588.709,8775697.71
15.02.2023 18:00:00.000 GMT-0000,12588.767,12639.699,12571.809,12638.597,7905644.89
15.02.2023 19:00:00.000 GMT-0000,12638.589,12677.489,12626.729,12633.039,8542062.76
15.02.2023 20:00:00.000 GMT-0000,12633.309,12690.397,12622.589,12690.279,8045031.55
15.02.2023 21:00:00.000 GMT-0000,12690.289,12712.799,12681.759,12702.109,1557724
15.02.2023 22:00:00.000 GMT-0000,12702.109,12702.109,12702.109,12702.109,0
15.02.2023 23:00:00.000 GMT-0000,12695.529,12705.809,12687.229,12702.079,2175929.07
16.02.2023 00:00:00.000 GMT-0000,12702.107,12724.909,12701.679,12719.029,3839052.92
16.02.2023 01:00:00.000 GMT-0000,12719.329,12737.599,12715.649,12729.309,4021197.8
16.02.2023 02:00:00.000 GMT-0000,12729.317,12745.389,12726.529,12743.239,3217633.96
16.02.2023 03:00:00.000 GMT-0000,12744.059,12747.719,12733.399,12735.579,2609366.89
16.02.2023 04:00:00.000 GMT-0000,12735.619,12738.489,12730.309,12735.059,2055407.05
16.02.2023 05:00:00.000 GMT-0000,12734.879,12736.599,12723.529,12730.259,2300028.09
16.02.2023 06:00:00.000 GMT-0000,12730.307,12732.089,12703.019,12712.079,2730603.93
16.02.2023 07:00:00.000 GMT-0000,12711.209,12730.799,12706.799,12728.297,2953201.06
16.02.2023 08:00:00.000 GMT-0000,12727.659,12738.807,12697.869,12699.909,5039392.95
16.02.2023 09:00:00.000 GMT-0000,12699.817,12713.897,12683.329,12683.519,3966269.02
16.02.2023 10:00:00.000 GMT-0000,12683.719,12694.619,12675.749,12682.229,3585597.04
16.02.2023 11:00:00.000 GMT-0000,12682.277,12690.119,12671.289,12678.559,3202061.89
16.02.2023 12:00:00.000 GMT-0000,12678.749,12684.619,12634.549,12643.019,4048336.03
16.02.2023 13:00:00.000 GMT-0000,12642.799,12645.907,12488.069,12513.209,7404898.17
16.02.2023 14:00:00.000 GMT-0000,12513.487,12548.799,12452.889,12522.289,9762621.88
16.02.2023 15:00:00.000 GMT-0000,12522.299,12631.619,12493.559,12609.709,10002201.08
16.02.2023 16:00:00.000 GMT-0000,12610.419,12635.399,12582.879,12603.799,9150937.08
16.02.2023 17:00:00.000 GMT-0000,12603.797,12656.997,12568.059,12616.109,8468146.32
16.02.2023 18:00:00.000 GMT-0000,12615.919,12635.269,12586.219,12624.819,8437021.26
16.02.2023 19:00:00.000 GMT-0000,12624.589,12639.209,12593.879,12612.569,7213815.21
16.02.2023 20:00:00.000 GMT-0000,12612.709,12617.719,12436.689,12442.227,9515254.02
16.02.2023 21:00:00.000 GMT-0000,12443.169,12445.619,12427.219,12431.349,1493078.95
16.02.2023 22:00:00.000 GMT-0000,12431.349,12431.349,12431.349,12431.349,0
16.02.2023 23:00:00.000 GMT-0000,12418.897,12422.549,12381.249,12387.569,3141026.97
17.02.2023 00:00:00.000 GMT-0000,12387.557,12395.349,12381.049,12391.109,3248984.1
17.02.2023 01:00:00.000 GMT-0000,12391.809,12408.599,12378.629,12387.619,3809925.08
17.02.2023 02:00:00.000 GMT-0000,12387.667,12387.899,12372.319,12374.179,3203949.93
17.02.2023 03:00:00.000 GMT-0000,12374.339,12385.579,12368.819,12375.839,2655416.01
17.02.2023 04:00:00.000 GMT-0000,12376.319,12378.917,12360.869,12372.609,2362839.94
17.02.2023 05:00:00.000 GMT-0000,12372.689,12372.999,12353.909,12359.079,2822861.91
17.02.2023 06:00:00.000 GMT-0000,12359.319,12365.589,12339.739,12348.899,2681986.09
17.02.2023 07:00:00.000 GMT-0000,12349.129,12375.617,12336.619,12360.619,3623198.99
17.02.2023 08:00:00.000 GMT-0000,12360.897,12364.369,12297.509,12333.569,6420134.07
17.02.2023 09:00:00.000 GMT-0000,12333.527,12367.589,12323.129,12338.679,5095936.78
17.02.2023 10:00:00.000 GMT-0000,12338.677,12342.679,12315.859,12316.819,4516452.79
17.02.2023 11:00:00.000 GMT-0000,12316.757,12332.899,12302.729,12328.849,4641075.13
17.02.2023 12:00:00.000 GMT-0000,12328.827,12352.889,12323.319,12340.579,5063744.07
17.02.2023 13:00:00.000 GMT-0000,12340.797,12360.799,12320.359,12349.409,5773049.83
17.02.2023 14:00:00.000 GMT-0000,12349.367,12382.899,12258.849,12291.739,8793578.15
17.02.2023 15:00:00.000 GMT-0000,12291.757,12373.409,12280.769,12284.767,10298050.88
17.02.2023 16:00:00.000 GMT-0000,12284.109,12303.797,12240.819,12268.139,8755995.75
17.02.2023 17:00:00.000 GMT-0000,12268.197,12313.089,12231.089,12248.049,8615509.99
17.02.2023 18:00:00.000 GMT-0000,12248.099,12283.597,12240.539,12273.079,7963941.1
17.02.2023 19:00:00.000 GMT-0000,12273.309,12361.987,12270.169,12356.569,8331427.57
17.02.2023 20:00:00.000 GMT-0000,12356.849,12372.639,12320.269,12356.319,8647730.83
17.02.2023 21:00:00.000 GMT-0000,12357.219,12359.987,12347.219,12351.019,1112705.95
17.02.2023 22:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
17.02.2023 23:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 00:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 01:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 02:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 03:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 04:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 05:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 06:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 07:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 08:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 09:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 10:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 11:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 12:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 13:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 14:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 15:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 16:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 17:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 18:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 19:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 20:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 21:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 22:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
18.02.2023 23:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 00:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 01:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 02:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 03:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 04:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 05:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 06:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 07:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 08:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 09:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 10:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 11:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 12:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 13:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 14:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 15:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 16:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 17:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 18:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 19:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 20:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 21:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 22:00:00.000 GMT-0000,12351.019,12351.019,12351.019,12351.019,0
19.02.2023 23:00:00.000 GMT-0000,12342.207,12348.099,12311.029,12323.909,2591360.09
20.02.2023 00:00:00.000 GMT-0000,12324.079,12324.609,12311.109,12319.149,2696316.96
20.02.2023 01:00:00.000 GMT-0000,12319.119,12340.109,12316.829,12334.079,3604217.05
20.02.2023 02:00:00.000 GMT-0000,12334.057,12356.299,12330.809,12353.329,2956578.97
20.02.2023 03:00:00.000 GMT-0000,12353.529,12363.299,12347.309,12355.569,2165241
20.02.2023 04:00:00.000 GMT-0000,12355.669,12370.339,12354.729,12358.839,1919911.98
20.02.2023 05:00:00.000 GMT-0000,12359.109,12364.599,12346.769,12361.409,2422703.03
20.02.2023 06:00:00.000 GMT-0000,12361.669,12367.299,12357.209,12360.769,1836884.02
20.02.2023 07:00:00.000 GMT-0000,12360.859,12361.669,12347.609,12354.629,2149277.93
20.02.2023 08:00:00.000 GMT-0000,12355.709,12355.889,12326.759,12338.579,4307897.09
20.02.2023 09:00:00.000 GMT-0000,12338.689,12345.409,12318.659,12328.309,3789401.05
20.02.2023 10:00:00.000 GMT-0000,12328.299,12350.797,12324.239,12345.599,3278795.96
20.02.2023 11:00:00.000 GMT-0000,12345.649,12371.409,12339.219,12365.519,2947474.96
20.02.2023 12:00:00.000 GMT-0000,12365.629,12381.699,12354.239,12365.799,3059456.11
20.02.2023 13:00:00.000 GMT-0000,12365.719,12378.497,12360.119,12366.129,3099607.94
20.02.2023 14:00:00.000 GMT-0000,12366.239,12368.289,12348.019,12352.569,3824373.01
20.02.2023 15:00:00.000 GMT-0000,12352.537,12353.299,12336.659,12339.719,3872930.05
20.02.2023 16:00:00.000 GMT-0000,12339.657,12353.089,12338.009,12340.609,3308216.1
20.02.2023 17:00:00.000 GMT-0000,12340.557,12346.539,12331.579,12331.819,2451822.04
20.02.2023 18:00:00.000 GMT-0000,12331.857,12331.857,12331.857,12331.857,600
20.02.2023 19:00:00.000 GMT-0000,12331.857,12331.857,12331.857,12331.857,0
20.02.2023 20:00:00.000 GMT-0000,12331.857,12331.857,12331.857,12331.857,0
20.02.2023 21:00:00.000 GMT-0000,12331.857,12331.857,12331.857,12331.857,0
20.02.2023 22:00:00.000 GMT-0000,12331.857,12331.857,12331.857,12331.857,0
20.02.2023 23:00:00.000 GMT-0000,12331.289,12343.099,12326.359,12342.749,1624966.03
21.02.2023 00:00:00.000 GMT-0000,12343.159,12343.599,12308.309,12312.199,2839029.07
21.02.2023 01:00:00.000 GMT-0000,12312.207,12319.389,12298.899,12315.699,3821008.92
21.02.2023 02:00:00.000 GMT-0000,12315.627,12325.489,12307.619,12312.639,2848037
21.02.2023 03:00:00.000 GMT-0000,12312.719,12315.599,12304.409,12312.149,2250703.1
21.02.2023 04:00:00.000 GMT-0000,12312.287,12314.999,12307.019,12309.369,1487337.95
21.02.2023 05:00:00.000 GMT-0000,12309.549,12323.399,12305.319,12314.759,2574600.94
21.02.2023 06:00:00.000 GMT-0000,12315.099,12322.189,12310.339,12318.719,1913133.98
21.02.2023 07:00:00.000 GMT-0000,12318.647,12319.099,12283.549,12284.129,3229302.88
21.02.2023 08:00:00.000 GMT-0000,12284.397,12297.989,12192.809,12197.609,6448801.99
21.02.2023 09:00:00.000 GMT-0000,12199.349,12279.297,12193.749,12257.899,6928309.92
21.02.2023 10:00:00.000 GMT-0000,12258.199,12263.999,12229.799,12231.069,4982829.09
21.02.2023 11:00:00.000 GMT-0000,12231.037,12255.899,12222.859,12246.849,4197285.18
21.02.2023 12:00:00.000 GMT-0000,12246.807,12249.649,12213.529,12228.149,4404141.9
21.02.2023 13:00:00.000 GMT-0000,12228.387,12230.709,12204.029,12204.629,5537787.91
21.02.2023 14:00:00.000 GMT-0000,12204.677,12255.099,12184.359,12194.699,8385608.67
21.02.2023 15:00:00.000 GMT-0000,12194.859,12207.677,12147.839,12154.367,9767389.3
21.02.2023 16:00:00.000 GMT-0000,12154.309,12171.169,12112.359,12118.099,8817731.86
21.02.2023 17:00:00.000 GMT-0000,12118.027,12141.589,12108.629,12138.599,7424929.14
21.02.2023 18:00:00.000 GMT-0000,12138.409,12141.719,12099.829,12105.249,7362580.78
21.02.2023 19:00:00.000 GMT-0000,12105.509,12112.279,12073.849,12091.529,8070453.64
21.02.2023 20:00:00.000 GMT-0000,12091.749,12108.797,12059.269,12064.329,8239819.53
21.02.2023 21:00:00.000 GMT-0000,12065.739,12085.699,12064.399,12079.529,1263578.06
21.02.2023 22:00:00.000 GMT-0000,12079.529,12079.529,12079.529,12079.529,0
21.02.2023 23:00:00.000 GMT-0000,12074.289,12083.249,12065.539,12080.789,2306013.11
22.02.2023 00:00:00.000 GMT-0000,12080.669,12089.399,12074.819,12088.659,3175398.11
22.02.2023 01:00:00.000 GMT-0000,12088.897,12096.389,12079.379,12088.889,3678777.93
22.02.2023 02:00:00.000 GMT-0000,12088.857,12109.299,12084.759,12108.109,3060045
22.02.2023 03:00:00.000 GMT-0000,12107.899,12108.587,12098.019,12105.759,2188035.97
22.02.2023 04:00:00.000 GMT-0000,12106.609,12107.099,12088.549,12095.099,1798488.97
22.02.2023 05:00:00.000 GMT-0000,12095.047,12095.109,12085.717,12088.569,2173386.1
22.02.2023 06:00:00.000 GMT-0000,12088.547,12093.399,12076.259,12085.119,1994732.02
22.02.2023 07:00:00.000 GMT-0000,12085.387,12106.619,12072.239,12090.897,2963094
22.02.2023 08:00:00.000 GMT-0000,12090.779,12111.297,12030.629,12062.099,6104342.94
22.02.2023 09:00:00.000 GMT-0000,12062.209,12087.599,12037.129,12076.029,5603126.05
22.02.2023 10:00:00.000 GMT-0000,12076.329,12079.999,12048.059,12068.139,4314352.99
22.02.2023 11:00:00.000 GMT-0000,12067.379,12072.409,12030.279,12062.207,4198369.98
22.02.2023 12:00:00.000 GMT-0000,12061.859,12129.397,12056.909,12110.899,5481872.08
22.02.2023 13:00:00.000 GMT-0000,12110.639,12114.099,12085.079,12097.109,4827891.83
22.02.2023 14:00:00.000 GMT-0000,12097.127,12141.899,12083.249,12089.869,7954132.08
22.02.2023 15:00:00.000 GMT-0000,12090.549,12093.097,12003.559,12069.379,9862067.22
22.02.2023 16:00:00.000 GMT-0000,12070.239,12086.899,12046.559,12078.029,8868168.83
22.02.2023 17:00:00.000 GMT-0000,12078.809,12118.299,12059.089,12103.239,8857287.41
