Local time,Open,High,Low,Close,Volume
10.02.2024 07:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 08:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 09:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 10:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 11:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 12:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 13:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 14:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 15:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 16:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 17:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 18:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 19:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 20:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 21:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 22:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
10.02.2024 23:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 00:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 01:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 02:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 03:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 04:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 05:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 06:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 07:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 08:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 09:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 10:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 11:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 12:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 13:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 14:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 15:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 16:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 17:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 18:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 19:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 20:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 21:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 22:00:00.000 GMT-0000,17947.709,17947.709,17947.709,17947.709,0
11.02.2024 23:00:00.000 GMT-0000,17959.343,17959.597,17921.321,17952.431,1599570.04
12.02.2024 00:00:00.000 GMT-0000,17952.532,17956.886,17943.453,17951.098,923500
12.02.2024 01:00:00.000 GMT-0000,17951.297,17958.619,17950.265,17953.987,624759.97
12.02.2024 02:00:00.000 GMT-0000,17954.031,17954.465,17948.720,17949.465,492410
12.02.2024 03:00:00.000 GMT-0000,17949.753,17951.789,17944.764,17945.798,407940
12.02.2024 04:00:00.000 GMT-0000,17945.509,17951.598,17934.976,17937.519,602379.98
12.02.2024 05:00:00.000 GMT-0000,17936.953,17939.276,17933.565,17936.809,466290
12.02.2024 06:00:00.000 GMT-0000,17936.887,17947.509,17936.232,17940.964,605019.99
12.02.2024 07:00:00.000 GMT-0000,17940.842,17966.953,17938.809,17955.754,1442929.98
12.02.2024 08:00:00.000 GMT-0000,17955.497,17973.199,17953.253,17963.343,2324709.89
12.02.2024 09:00:00.000 GMT-0000,17963.396,17977.275,17960.954,17969.398,1741490.01
12.02.2024 10:00:00.000 GMT-0000,17969.499,17976.754,17961.343,17968.831,1309659.96
12.02.2024 11:00:00.000 GMT-0000,17968.798,17974.499,17960.309,17962.420,1262349.96
12.02.2024 12:00:00.000 GMT-0000,17962.397,17967.943,17949.987,17958.286,1633340
12.02.2024 13:00:00.000 GMT-0000,17958.865,17965.842,17944.597,17947.253,1740409.97
12.02.2024 14:00:00.000 GMT-0000,17947.386,17969.464,17926.410,17960.842,5104169.85
12.02.2024 15:00:00.000 GMT-0000,17961.289,18005.819,17936.419,18001.310,6566659.93
12.02.2024 16:00:00.000 GMT-0000,18002.089,18043.321,17985.321,18022.409,6009049.89
12.02.2024 17:00:00.000 GMT-0000,18022.699,18030.499,17989.089,18025.465,5647389.89
12.02.2024 18:00:00.000 GMT-0000,18026.320,18031.099,17914.043,17943.419,6205230.24
12.02.2024 19:00:00.000 GMT-0000,17942.432,17947.199,17858.443,17872.732,6782310.01
12.02.2024 20:00:00.000 GMT-0000,17872.587,17906.932,17869.820,17886.365,5934390.07
12.02.2024 21:00:00.000 GMT-0000,17886.586,17888.842,17843.319,17846.420,892759.98
12.02.2024 22:00:00.000 GMT-0000,17846.420,17846.420,17846.420,17846.420,0
12.02.2024 23:00:00.000 GMT-0000,17847.797,17862.887,17839.875,17860.689,1343469.98
13.02.2024 00:00:00.000 GMT-0000,17860.521,17862.019,17840.753,17852.075,1884050.01
13.02.2024 01:00:00.000 GMT-0000,17851.842,17854.299,17843.276,17848.831,1123649.95
13.02.2024 02:00:00.000 GMT-0000,17848.786,17862.189,17844.475,17856.319,1020570.04
13.02.2024 03:00:00.000 GMT-0000,17856.331,17857.331,17846.954,17848.689,943120
13.02.2024 04:00:00.000 GMT-0000,17848.586,17854.999,17846.210,17852.199,823759.97
13.02.2024 05:00:00.000 GMT-0000,17851.810,17865.710,17851.243,17862.299,998880.03
13.02.2024 06:00:00.000 GMT-0000,17862.286,17882.799,17862.189,17874.520,1319000.01
13.02.2024 07:00:00.000 GMT-0000,17874.699,17880.865,17862.575,17876.798,1874420.05
13.02.2024 08:00:00.000 GMT-0000,17877.265,17885.908,17811.943,17813.310,3626519.92
13.02.2024 09:00:00.000 GMT-0000,17815.710,17827.809,17784.265,17791.876,3471590.04
13.02.2024 10:00:00.000 GMT-0000,17792.532,17795.765,17765.998,17774.432,2736089.94
13.02.2024 11:00:00.000 GMT-0000,17774.775,17782.254,17758.031,17763.431,2331160.07
13.02.2024 12:00:00.000 GMT-0000,17763.986,17766.797,17730.054,17755.410,3055449.96
13.02.2024 13:00:00.000 GMT-0000,17755.875,17791.043,17560.875,17584.089,5381370.07
13.02.2024 14:00:00.000 GMT-0000,17583.964,17607.276,17511.065,17598.287,7632450.1
13.02.2024 15:00:00.000 GMT-0000,17597.809,17719.819,17559.553,17654.865,8186010.36
13.02.2024 16:00:00.000 GMT-0000,17655.298,17704.831,17644.297,17650.065,6917970.18
13.02.2024 17:00:00.000 GMT-0000,17649.786,17656.299,17592.121,17602.387,6412995.82
13.02.2024 18:00:00.000 GMT-0000,17602.586,17626.075,17576.232,17585.254,5974319.93
13.02.2024 19:00:00.000 GMT-0000,17585.419,17585.799,17498.342,17506.542,6790070.06
13.02.2024 20:00:00.000 GMT-0000,17507.087,17609.521,17474.742,17607.220,6956709.86
13.02.2024 21:00:00.000 GMT-0000,17608.164,17622.289,17599.186,17614.386,1145609.97
13.02.2024 22:00:00.000 GMT-0000,17614.386,17614.386,17614.386,17614.386,0
13.02.2024 23:00:00.000 GMT-0000,17629.553,17630.353,17608.175,17616.376,1705389.98
14.02.2024 00:00:00.000 GMT-0000,17616.654,17619.820,17600.409,17613.031,1986670.02
14.02.2024 01:00:00.000 GMT-0000,17613.586,17615.699,17596.376,17606.398,2319449.9
14.02.2024 02:00:00.000 GMT-0000,17606.675,17614.299,17595.554,17599.821,1508350.01
14.02.2024 03:00:00.000 GMT-0000,17599.586,17607.889,17597.853,17603.086,1280179.98
14.02.2024 04:00:00.000 GMT-0000,17602.865,17613.109,17597.620,17610.098,960129.98
14.02.2024 05:00:00.000 GMT-0000,17610.030,17616.865,17608.864,17611.343,1328400.02
14.02.2024 06:00:00.000 GMT-0000,17611.341,17631.219,17610.886,17629.976,1426620.01
14.02.2024 07:00:00.000 GMT-0000,17630.119,17669.898,17618.921,17667.043,2575429.92
14.02.2024 08:00:00.000 GMT-0000,17665.843,17682.076,17656.854,17678.587,3218480.11
14.02.2024 09:00:00.000 GMT-0000,17677.654,17721.599,17672.998,17719.399,2778660.06
14.02.2024 10:00:00.000 GMT-0000,17719.042,17722.299,17702.376,17711.586,2212519.88
14.02.2024 11:00:00.000 GMT-0000,17711.487,17716.698,17684.198,17715.542,2556440.12
14.02.2024 12:00:00.000 GMT-0000,17715.797,17737.609,17708.843,17716.089,2712539.91
14.02.2024 13:00:00.000 GMT-0000,17716.175,17736.909,17693.589,17704.586,3756979.94
14.02.2024 14:00:00.000 GMT-0000,17704.854,17745.397,17670.421,17716.143,6216350.08
14.02.2024 15:00:00.000 GMT-0000,17717.943,17774.698,17672.065,17672.487,7792210.1
14.02.2024 16:00:00.000 GMT-0000,17671.553,17696.009,17632.186,17656.119,7117839.81
14.02.2024 17:00:00.000 GMT-0000,17656.297,17715.386,17618.864,17705.689,6129099.85
14.02.2024 18:00:00.000 GMT-0000,17705.553,17741.719,17666.432,17712.053,6068910.12
14.02.2024 19:00:00.000 GMT-0000,17712.932,17724.675,17658.086,17723.531,6010169.98
14.02.2024 20:00:00.000 GMT-0000,17724.509,17813.976,17711.475,17799.453,6164869.79
14.02.2024 21:00:00.000 GMT-0000,17799.517,17806.853,17786.075,17790.864,1220219.97
14.02.2024 22:00:00.000 GMT-0000,17790.864,17790.864,17790.864,17790.864,0
14.02.2024 23:00:00.000 GMT-0000,17799.465,17811.209,17796.375,17808.843,868300.02
15.02.2024 00:00:00.000 GMT-0000,17808.597,17808.821,17797.042,17801.908,1383399.96
15.02.2024 01:00:00.000 GMT-0000,17801.543,17803.089,17774.153,17782.064,1885020.02
15.02.2024 02:00:00.000 GMT-0000,17782.040,17804.189,17776.532,17803.965,1325140
15.02.2024 03:00:00.000 GMT-0000,17804.219,17811.199,17801.964,17803.175,1164309.98
15.02.2024 04:00:00.000 GMT-0000,17803.354,17807.421,17796.410,17805.608,1032840.01
15.02.2024 05:00:00.000 GMT-0000,17805.475,17813.564,17802.310,17805.375,1082610.01
15.02.2024 06:00:00.000 GMT-0000,17805.519,17830.589,17797.332,17826.876,1411280.04
15.02.2024 07:00:00.000 GMT-0000,17826.631,17855.099,17823.598,17841.587,1969220.04
15.02.2024 08:00:00.000 GMT-0000,17841.831,17858.008,17837.342,17850.643,3015419.96
15.02.2024 09:00:00.000 GMT-0000,17850.898,17851.209,17813.021,17822.354,2578969.96
15.02.2024 10:00:00.000 GMT-0000,17822.532,17831.554,17814.119,17828.831,1959159.97
15.02.2024 11:00:00.000 GMT-0000,17828.862,17839.409,17825.208,17832.365,1753370.05
15.02.2024 12:00:00.000 GMT-0000,17831.398,17850.408,17830.842,17838.599,1838979.96
15.02.2024 13:00:00.000 GMT-0000,17838.351,17864.632,17813.664,17831.021,4107439.99
15.02.2024 14:00:00.000 GMT-0000,17831.107,17835.331,17745.454,17751.687,6628930.09
15.02.2024 15:00:00.000 GMT-0000,17752.520,17798.089,17732.453,17782.589,7966310.02
15.02.2024 16:00:00.000 GMT-0000,17782.443,17788.420,17715.889,17769.997,7279160.02
15.02.2024 17:00:00.000 GMT-0000,17770.365,17817.998,17754.865,17788.619,6228260.04
15.02.2024 18:00:00.000 GMT-0000,17788.121,17867.642,17785.864,17846.065,6211579.8
15.02.2024 19:00:00.000 GMT-0000,17845.932,17863.419,17816.110,17842.109,6129109.86
15.02.2024 20:00:00.000 GMT-0000,17841.909,17849.720,17808.431,17845.920,6190070.15
15.02.2024 21:00:00.000 GMT-0000,17846.432,17901.309,17845.298,17883.219,1255270
15.02.2024 22:00:00.000 GMT-0000,17883.219,17883.219,17883.219,17883.219,0
15.02.2024 23:00:00.000 GMT-0000,17884.765,17892.397,17877.798,17885.954,1277940.03
16.02.2024 00:00:00.000 GMT-0000,17886.186,17886.808,17861.319,17866.908,1672440.05
16.02.2024 01:00:00.000 GMT-0000,17867.219,17867.989,17844.886,17862.310,1968690.04
16.02.2024 02:00:00.000 GMT-0000,17862.487,17875.620,17855.719,17873.853,1330250.02
16.02.2024 03:00:00.000 GMT-0000,17873.753,17877.319,17868.220,17875.676,1164240
16.02.2024 04:00:00.000 GMT-0000,17875.409,17881.989,17871.710,17872.197,1142809.99
16.02.2024 05:00:00.000 GMT-0000,17871.942,17880.889,17865.120,17865.410,1443660.02
16.02.2024 06:00:00.000 GMT-0000,17865.742,17888.199,17865.742,17887.899,1371099.95
16.02.2024 07:00:00.000 GMT-0000,17887.717,17907.908,17880.909,17898.610,1886839.99
16.02.2024 08:00:00.000 GMT-0000,17898.685,17945.999,17897.843,17941.676,2956919.91
16.02.2024 09:00:00.000 GMT-0000,17941.641,17951.843,17927.910,17940.408,2325900.08
16.02.2024 10:00:00.000 GMT-0000,17940.232,17959.387,17938.443,17951.164,1929819.94
16.02.2024 11:00:00.000 GMT-0000,17950.821,17958.686,17943.889,17949.164,1884029.98
16.02.2024 12:00:00.000 GMT-0000,17949.206,17951.219,17927.331,17928.443,2282919.88
16.02.2024 13:00:00.000 GMT-0000,17928.853,17941.908,17836.664,17873.887,4296740.06
16.02.2024 14:00:00.000 GMT-0000,17874.087,17883.709,17688.809,17707.942,7041940.21
16.02.2024 15:00:00.000 GMT-0000,17707.951,17756.689,17652.442,17744.589,8374420.17
16.02.2024 16:00:00.000 GMT-0000,17745.232,17830.399,17741.599,17815.376,6896299.84
16.02.2024 17:00:00.000 GMT-0000,17815.486,17824.986,17783.819,17795.654,6362549.78
16.02.2024 18:00:00.000 GMT-0000,17795.864,17814.697,17740.686,17813.464,6380730.15
16.02.2024 19:00:00.000 GMT-0000,17813.665,17841.410,17707.621,17729.154,5945950.03
16.02.2024 20:00:00.000 GMT-0000,17729.942,17735.676,17661.343,17684.442,6832870.01
16.02.2024 21:00:00.000 GMT-0000,17686.089,17688.353,17657.519,17659.489,1097419.98
16.02.2024 22:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
16.02.2024 23:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 00:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 01:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 02:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 03:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 04:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 05:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 06:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 07:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 08:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 09:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 10:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 11:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 12:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 13:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 14:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 15:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 16:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 17:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 18:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 19:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 20:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 21:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 22:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
17.02.2024 23:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 00:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 01:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 02:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 03:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 04:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 05:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 06:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 07:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 08:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 09:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 10:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 11:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 12:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 13:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 14:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 15:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 16:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 17:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 18:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 19:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 20:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 21:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 22:00:00.000 GMT-0000,17659.489,17659.489,17659.489,17659.489,0
18.02.2024 23:00:00.000 GMT-0000,17669.519,17732.008,17669.342,17716.653,2329659.94
19.02.2024 00:00:00.000 GMT-0000,17716.921,17735.489,17713.143,17733.208,1996979.95
19.02.2024 01:00:00.000 GMT-0000,17733.354,17742.989,17686.686,17706.975,2727890.01
19.02.2024 02:00:00.000 GMT-0000,17706.775,17715.931,17699.397,17705.953,1959450.01
19.02.2024 03:00:00.000 GMT-0000,17705.864,17714.989,17703.843,17708.099,1354560.02
19.02.2024 04:00:00.000 GMT-0000,17707.753,17722.599,17705.453,17717.987,988430.02
19.02.2024 05:00:00.000 GMT-0000,17718.120,17727.389,17711.343,17721.320,1433159.95
19.02.2024 06:00:00.000 GMT-0000,17721.519,17725.889,17713.864,17721.432,1249349.95
19.02.2024 07:00:00.000 GMT-0000,17721.331,17722.989,17690.386,17696.375,1984019.99
19.02.2024 08:00:00.000 GMT-0000,17696.508,17720.686,17678.398,17718.398,3483850
19.02.2024 09:00:00.000 GMT-0000,17718.232,17726.889,17711.843,17721.443,2295639.99
19.02.2024 10:00:00.000 GMT-0000,17721.631,17724.686,17701.220,17708.254,1965559.96
19.02.2024 11:00:00.000 GMT-0000,17708.154,17721.742,17696.210,17702.687,1963840.01
19.02.2024 12:00:00.000 GMT-0000,17702.808,17707.975,17695.676,17705.810,1942620.04
19.02.2024 13:00:00.000 GMT-0000,17706.209,17723.132,17694.620,17717.621,1787709.95
19.02.2024 14:00:00.000 GMT-0000,17717.853,17747.419,17713.154,17731.419,2574049.95
19.02.2024 15:00:00.000 GMT-0000,17731.632,17739.997,17713.642,17718.987,2405960.08
19.02.2024 16:00:00.000 GMT-0000,17719.397,17727.753,17712.964,17724.665,1762459.99
19.02.2024 17:00:00.000 GMT-0000,17725.442,17736.887,17719.775,17728.832,1326320.05
19.02.2024 18:00:00.000 GMT-0000,17728.832,17728.832,17728.832,17728.832,0
19.02.2024 19:00:00.000 GMT-0000,17728.832,17728.832,17728.832,17728.832,0
19.02.2024 20:00:00.000 GMT-0000,17728.832,17728.832,17728.832,17728.832,0
19.02.2024 21:00:00.000 GMT-0000,17728.832,17728.832,17728.832,17728.832,0
19.02.2024 22:00:00.000 GMT-0000,17728.832,17728.832,17728.832,17728.832,0
19.02.2024 23:00:00.000 GMT-0000,17729.686,17729.686,17680.409,17689.708,1987140.06
20.02.2024 00:00:00.000 GMT-0000,17689.673,17689.899,17659.964,17678.197,2336750.03
20.02.2024 01:00:00.000 GMT-0000,17678.008,17693.687,17620.364,17622.808,2835930.11
20.02.2024 02:00:00.000 GMT-0000,17623.620,17631.399,17608.798,17624.475,2419080.02
20.02.2024 03:00:00.000 GMT-0000,17625.589,17629.375,17615.443,17622.809,1656039.95
20.02.2024 04:00:00.000 GMT-0000,17622.620,17636.321,17615.708,17621.809,1224609.97
20.02.2024 05:00:00.000 GMT-0000,17621.865,17629.397,17609.776,17626.853,1770789.98
20.02.2024 06:00:00.000 GMT-0000,17626.665,17653.499,17624.786,17646.897,1871930
20.02.2024 07:00:00.000 GMT-0000,17647.589,17665.919,17638.319,17657.219,2443579.91
20.02.2024 08:00:00.000 GMT-0000,17655.908,17660.642,17578.499,17616.465,4377250.19
20.02.2024 09:00:00.000 GMT-0000,17617.276,17656.017,17596.897,17606.631,3604629.99
20.02.2024 10:00:00.000 GMT-0000,17605.465,17607.275,17560.787,17569.708,3145102.98
20.02.2024 11:00:00.000 GMT-0000,17569.953,17597.175,17555.631,17595.343,3073719.98
20.02.2024 12:00:00.000 GMT-0000,17597.632,17626.719,17590.175,17616.754,3164730.07
20.02.2024 13:00:00.000 GMT-0000,17617.176,17640.989,17598.220,17614.499,3823980.09
20.02.2024 14:00:00.000 GMT-0000,17614.599,17665.665,17485.921,17504.698,6851749.9
20.02.2024 15:00:00.000 GMT-0000,17505.254,17517.364,17424.253,17514.497,8220820.43
20.02.2024 16:00:00.000 GMT-0000,17515.365,17538.498,17445.097,17447.497,6936089.99
20.02.2024 17:00:00.000 GMT-0000,17446.789,17454.787,17393.086,17444.221,6597610
20.02.2024 18:00:00.000 GMT-0000,17443.931,17473.499,17416.520,17471.942,6108769.89
20.02.2024 19:00:00.000 GMT-0000,17472.042,17517.189,17446.075,17509.999,6403130.05
20.02.2024 20:00:00.000 GMT-0000,17510.476,17554.608,17471.342,17554.043,6939559.94
20.02.2024 21:00:00.000 GMT-0000,17553.108,17554.231,17520.898,17522.254,1083770.04
20.02.2024 22:00:00.000 GMT-0000,17522.254,17522.254,17522.254,17522.254,0
20.02.2024 23:00:00.000 GMT-0000,17512.875,17529.998,17503.786,17508.487,1621659.99
21.02.2024 00:00:00.000 GMT-0000,17509.054,17522.965,17496.410,17497.731,1997370
21.02.2024 01:00:00.000 GMT-0000,17497.432,17503.921,17478.765,17502.820,2327229.98
21.02.2024 02:00:00.000 GMT-0000,17503.098,17506.819,17487.231,17493.964,1835229.99
21.02.2024 03:00:00.000 GMT-0000,17494.599,17502.199,17487.508,17500.519,1442669.99
21.02.2024 04:00:00.000 GMT-0000,17500.799,17505.489,17494.075,17495.019,910380.01
21.02.2024 05:00:00.000 GMT-0000,17494.798,17503.689,17485.854,17501.753,1482970
21.02.2024 06:00:00.000 GMT-0000,17501.832,17515.064,17493.608,17510.465,1726439.95
21.02.2024 07:00:00.000 GMT-0000,17510.597,17525.998,17496.886,17515.931,1889260.05
21.02.2024 08:00:00.000 GMT-0000,17516.420,17519.199,17454.275,17458.289,3720139.98
21.02.2024 09:00:00.000 GMT-0000,17459.308,17479.364,17454.931,17471.386,2880170.11
21.02.2024 10:00:00.000 GMT-0000,17471.520,17493.964,17465.986,17482.720,2458869.93
21.02.2024 11:00:00.000 GMT-0000,17482.810,17486.543,17454.032,17468.619,2383539.92
21.02.2024 12:00:00.000 GMT-0000,17468.584,17478.275,17424.254,17428.021,3235119.1
21.02.2024 13:00:00.000 GMT-0000,17428.085,17449.499,17421.387,17444.497,3609309.91
21.02.2024 14:00:00.000 GMT-0000,17444.887,17454.689,17389.975,17414.397,6431920.05
21.02.2024 15:00:00.000 GMT-0000,17413.710,17466.408,17395.519,17409.987,7564380.17
21.02.2024 16:00:00.000 GMT-0000,17410.021,17460.042,17408.199,17446.608,6554120.06
21.02.2024 17:00:00.000 GMT-0000,17447.343,17448.686,17376.154,17418.709,6695630.07
21.02.2024 18:00:00.000 GMT-0000,17418.808,17426.799,17369.297,17393.221,6220630.17
21.02.2024 19:00:00.000 GMT-0000,17393.219,17426.776,17313.765,17346.165,7254499.91
21.02.2024 20:00:00.000 GMT-0000,17346.020,17482.576,17323.108,17479.576,6806930.07
21.02.2024 21:00:00.000 GMT-0000,17479.574,17485.587,17461.731,17470.309,1319520
21.02.2024 22:00:00.000 GMT-0000,17470.309,17470.309,17470.309,17470.309,0
21.02.2024 23:00:00.000 GMT-0000,17647.176,17652.320,17621.110,17648.086,2507349.97
22.02.2024 00:00:00.000 GMT-0000,17648.589,17731.209,17646.786,17715.889,3209530.12
22.02.2024 01:00:00.000 GMT-0000,17715.510,17740.098,17709.565,17713.809,2896389.96
22.02.2024 02:00:00.000 GMT-0000,17713.510,17738.999,17703.320,17738.731,1905069.95
22.02.2024 03:00:00.000 GMT-0000,17738.899,17744.989,17727.543,17729.754,1455620.05
22.02.2024 04:00:00.000 GMT-0000,17729.620,17742.832,17727.731,17742.198,1047219.99
22.02.2024 05:00:00.000 GMT-0000,17742.210,17760.132,17727.865,17736.319,1788959.98
22.02.2024 06:00:00.000 GMT-0000,17736.165,17773.897,17730.419,17772.232,2050829.89
22.02.2024 07:00:00.000 GMT-0000,17772.053,17787.799,17756.632,17784.510,2798490.05
22.02.2024 08:00:00.000 GMT-0000,17784.786,17841.087,17784.786,17831.198,4314889.91
22.02.2024 09:00:00.000 GMT-0000,17831.054,17838.587,17802.231,17828.220,3872319.94
22.02.2024 10:00:00.000 GMT-0000,17828.497,17837.654,17813.743,17833.253,2561089.99
22.02.2024 11:00:00.000 GMT-0000,17833.132,17870.064,17821.297,17853.565,2833859.92
22.02.2024 12:00:00.000 GMT-0000,17851.197,17854.664,17825.675,17832.110,3045609.95
22.02.2024 13:00:00.000 GMT-0000,17830.697,17852.289,17818.398,17841.510,3617389.92
22.02.2024 14:00:00.000 GMT-0000,17840.731,17915.398,17809.775,17866.510,6722539.9
22.02.2024 15:00:00.000 GMT-0000,17866.585,17923.289,17844.220,17861.243,7982679.84
22.02.2024 16:00:00.000 GMT-0000,17862.198,17929.020,17854.010,17899.831,6595200.06
22.02.2024 17:00:00.000 GMT-0000,17900.064,17967.176,17883.621,17966.743,5813049.79
22.02.2024 18:00:00.000 GMT-0000,17966.631,18004.108,17951.120,18001.608,5289390.09
